chirp,ID,chDur,carrier_freq,temp,mean_temp,temp_diff,chDur_decrease,carrier_increase,chDur_target,carrier_target,time_scale_factor,freq_scale_factor
LPL11_103,LPL,5342.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5822.942,5574.38484375,1.0900303257207038,0.9587923204837492
LPL11_106,LPL,5480.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5960.942,5552.851640625,1.0877631386861313,0.9586391320840604
LPL11_107,LPL,5493.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5973.942,5574.38484375,1.0875554341889675,0.9587923204837492
LPL11_109,LPL,5522.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6002.942,5402.11921875,1.0870956175298805,0.9575340707275276
LPL11_112,LPL,5661.0,5512.5,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6141.942,5272.92,1.0849570747217807,0.956538775510204
LPL11_114,LPL,5383.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5863.942,5423.652421875,1.0893446033810144,0.95769553813921
LPL11_116,LPL,5566.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6046.942,5595.918046875,1.086407114624506,0.9589443783417426
LPL11_118,LPL,5490.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5970.942,5552.851640625,1.0876032786885246,0.9586391320840604
LPL11_120,LPL,5515.0,5684.765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5995.942,5445.185625,1.087206165004533,0.9578557823129252
LPL11_122,LPL,5406.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5886.942,5531.3184375,1.0889644839067705,0.9584848004873592
LPL11_124,LPL,5580.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6060.942,5423.652421875,1.086190322580645,0.95769553813921
LPL11_127,LPL,5663.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6143.942,5617.45125,1.0849270704573548,0.9590953181272508
LPL11_129,LPL,5545.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6025.942,5466.718828125,1.0867343552750226,0.95801481709665
LPL11_131,LPL,5598.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6078.942,5617.45125,1.0859131832797428,0.9590953181272508
LPL11_133,LPL,5830.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6310.942,5638.984453125,1.0824943396226414,0.9592451521267849
LPL11_135,LPL,5301.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5781.942,5617.45125,1.0907266553480477,0.9590953181272508
LPL11_137,LPL,5570.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6050.942,5466.718828125,1.086345062836625,0.95801481709665
LPL11_138,LPL,5113.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5593.942,5509.785234375,1.0940625855662038,0.958329312848735
LPL11_139,LPL,5519.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5999.942,5488.25203125,1.0871429606812828,0.9581726561301211
LPL11_141,LPL,5620.0,5620.166015625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6100.942,5380.586015625,1.085576868327402,0.9573713660176716
LPL11_142,LPL,4930.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5410.942,5552.851640625,1.09755415821501,0.9586391320840604
LPL11_144,LPL,5176.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5656.942,5595.918046875,1.0929176970633694,0.9589443783417426
LPL11_149,LPL,5501.0,6093.896484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5981.942,5854.316484375,1.0874281039810942,0.9606852527583472
LPL11_150,LPL,4817.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5297.942,5574.38484375,1.099842640647706,0.9587923204837492
LPL11_151,LPL,5374.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5854.942,5509.785234375,1.0894942314849274,0.958329312848735
LPL11_155,LPL,5420.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5900.942,5875.8496875,1.0887346863468634,0.9608236849669446
LPL11_156,LPL,5498.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5978.942,5638.984453125,1.087475809385231,0.9592451521267849
LPL11_158,LPL,5486.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5966.942,5875.8496875,1.0876671527524608,0.9608236849669446
LPL11_160,LPL,4966.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5446.942,5638.984453125,1.0968469593233992,0.9592451521267849
LPL11_164,LPL,5520.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6000.942,5574.38484375,1.0871271739130437,0.9587923204837492
LPL11_166,LPL,5119.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5599.942,5574.38484375,1.0939523344403204,0.9587923204837492
LPL11_168,LPL,5559.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6039.942,5574.38484375,1.0865159201295198,0.9587923204837492
LPL11_169,LPL,4927.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5407.942,5595.918046875,1.0976135579460118,0.9589443783417426
LPL11_171,LPL,5601.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6081.942,5574.38484375,1.085867166577397,0.9587923204837492
LPL11_173,LPL,5539.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6019.942,5617.45125,1.0868283083589096,0.9590953181272508
LPL11_174,LPL,5357.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5837.942,5574.38484375,1.0897782340862423,0.9587923204837492
LPL11_176,LPL,5512.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5992.942,5595.918046875,1.087253628447025,0.9589443783417426
LPL11_178,LPL,5497.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5977.942,5595.918046875,1.087491722757868,0.9589443783417426
LPL11_181,LPL,5539.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6019.942,5531.3184375,1.0868283083589096,0.9584848004873592
LPL11_182,LPL,5047.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5527.942,5552.851640625,1.0952926490984742,0.9586391320840604
LPL11_184,LPL,5241.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5721.942,5875.8496875,1.0917653119633657,0.9608236849669446
LPL11_185,LPL,5278.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5758.942,5552.851640625,1.0911220159151194,0.9586391320840604
LPL11_189,LPL,5436.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5916.942,5574.38484375,1.0884735099337748,0.9587923204837492
LPL11_191,LPL,5249.0,5555.56640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5729.942,5315.98640625,1.0916254524671365,0.9568756842271792
LPL11_193,LPL,5156.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5636.942,5531.3184375,1.09327812257564,0.9584848004873592
LPL11_197,LPL,5201.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5681.942,5552.851640625,1.092471063257066,0.9586391320840604
LPL11_201,LPL,5701.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6181.942,5466.718828125,1.0843609893001227,0.95801481709665
LPL11_204,LPL,5477.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5957.942,5875.8496875,1.0878112105167062,0.9608236849669446
LPL11_206,LPL,5576.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6056.942,5552.851640625,1.0862521520803443,0.9586391320840604
LPL11_207,LPL,5305.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5785.942,5875.8496875,1.090658246936852,0.9608236849669446
LPL11_208,LPL,5525.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6005.942,5552.851640625,1.0870483257918553,0.9586391320840604
LPL11_210,LPL,4742.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5222.942,5509.785234375,1.1014217629692111,0.958329312848735
LPL11_211,LPL,4756.0,5534.033203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5236.942,5294.453203125,1.101123212783852,0.9567078853331216
LPL11_213,LPL,5521.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6001.942,5875.8496875,1.0871113928636116,0.9608236849669446
LPL11_215,LPL,5362.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5842.942,5509.785234375,1.0896945169712793,0.958329312848735
LPL11_219,LPL,5090.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5570.942,5595.918046875,1.094487622789784,0.9589443783417426
LPL11_220,LPL,5235.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5715.942,5531.3184375,1.0918704871060172,0.9584848004873592
LPL11_222,LPL,4821.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5301.942,5509.785234375,1.0997598008711886,0.958329312848735
LPL11_225,LPL,5532.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6012.942,5466.718828125,1.0869381778741865,0.95801481709665
LPL11_226,LPL,5449.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5929.942,5402.11921875,1.0882624334740318,0.9575340707275276
LPL11_229,LPL,4872.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5352.942,5509.785234375,1.0987155172413794,0.958329312848735
LPL11_231,LPL,4854.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5334.942,5617.45125,1.099081582200247,0.9590953181272508
LPL11_232,LPL,5459.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5939.942,5488.25203125,1.0881007510533065,0.9581726561301211
LPL11_235,LPL,5020.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5500.942,5531.3184375,1.0958051792828685,0.9584848004873592
LPL11_237,LPL,5451.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5931.942,5402.11921875,1.088230049532196,0.9575340707275276
LPL11_242,LPL,5708.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6188.942,5574.38484375,1.0842575332866151,0.9587923204837492
LPL11_244,LPL,5510.0,5555.56640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5990.942,5315.98640625,1.087285299455535,0.9568756842271792
LPL11_245,LPL,5599.0,5598.6328125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6079.942,5359.0528125,1.0858978388998035,0.957207409733124
LPL11_248,LPL,5016.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5496.942,5574.38484375,1.0958815789473684,0.9587923204837492
LPL11_250,LPL,5648.0,5943.1640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6128.942,5703.5840625,1.0851526203966009,0.9596881396036676
LPL11_251,LPL,5199.0,6115.4296875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5679.942,5875.8496875,1.0925066358915176,0.9608236849669446
LPL11_252,LPL,4898.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5378.942,5488.25203125,1.098191506737444,0.9581726561301211
LPL11_253,LPL,5350.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5830.942,5552.851640625,1.0898957009345795,0.9586391320840604
LPL11_256,LPL,4859.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5339.942,5574.38484375,1.0989796254373327,0.9587923204837492
LPL11_258,LPL,5447.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5927.942,5423.652421875,1.0882948411969893,0.95769553813921
LPL11_259,LPL,5478.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5958.942,5488.25203125,1.0877951807228916,0.9581726561301211
LPL11_260,LPL,4874.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5354.942,5617.45125,1.0986750102585146,0.9590953181272508
LPL11_262,LPL,4868.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5348.942,5423.652421875,1.0987966310599837,0.95769553813921
LPL11_263,LPL,4815.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5295.942,5617.45125,1.0998841121495326,0.9590953181272508
LPL11_264,LPL,5335.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5815.942,5638.984453125,1.0901484536082475,0.9592451521267849
LPL11_265,LPL,5173.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5653.942,5897.382890625,1.0929715832205684,0.9609611457214464
LPL11_269,LPL,5487.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5967.942,5595.918046875,1.0876511755057408,0.9589443783417426
LPL11_271,LPL,5399.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5879.942,5638.984453125,1.0890798295980737,0.9592451521267849
LPL11_272,LPL,5028.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5508.942,5574.38484375,1.0956527446300717,0.9587923204837492
LPL11_273,LPL,4873.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5353.942,5638.984453125,1.0986952595936794,0.9592451521267849
LPL11_275,LPL,5541.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6021.942,5897.382890625,1.0867969680563074,0.9609611457214464
LPL11_276,LPL,5321.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5801.942,5574.38484375,1.0903856417966549,0.9587923204837492
LPL11_277,LPL,5032.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5512.942,5595.918046875,1.0955767090620032,0.9589443783417426
LPL11_280,LPL,5239.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5719.942,5897.382890625,1.0918003435770185,0.9609611457214464
LPL11_281,LPL,5180.0,6158.49609375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5660.942,5918.91609375,1.092845945945946,0.961097645211931
LPL11_283,LPL,4743.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5223.942,5617.45125,1.1014003795066414,0.9590953181272508
LPL11_285,LPL,5389.0,6158.49609375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5869.942,5918.91609375,1.0892451289664131,0.961097645211931
LPL11_286,LPL,5376.0,6158.49609375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5856.942,5918.91609375,1.0894609375,0.961097645211931
LPL11_287,LPL,5188.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5668.942,5595.918046875,1.0927027756360832,0.9589443783417426
LPL11_288,LPL,4890.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5370.942,5595.918046875,1.098352147239264,0.9589443783417426
LPL11_290,LPL,5025.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5505.942,5638.984453125,1.0957098507462686,0.9592451521267849
LPL11_291,LPL,4742.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5222.942,5660.51765625,1.1014217629692111,0.95939389244749
LPL11_294,LPL,4774.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5254.942,5660.51765625,1.100741935483871,0.95939389244749
LPL11_296,LPL,4853.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5333.942,5595.918046875,1.0991019987636514,0.9589443783417426
LPL11_298,LPL,5479.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5959.942,5897.382890625,1.0877791567804345,0.9609611457214464
LPL11_299,LPL,5066.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5546.942,5617.45125,1.0949352546387685,0.9590953181272508
LPL11_300,LPL,4910.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5390.942,5660.51765625,1.0979515274949083,0.95939389244749
LPL11_301,LPL,5038.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5518.942,5660.51765625,1.09546288209607,0.95939389244749
LPL11_302,LPL,5352.0,6158.49609375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5832.942,5918.91609375,1.0898621076233184,0.961097645211931
LPL11_303,LPL,4906.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5386.942,5638.984453125,1.098031390134529,0.9592451521267849
LPL11_305,LPL,5040.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5520.942,5638.984453125,1.095425,0.9592451521267849
LPL11_307,LPL,4834.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5314.942,5574.38484375,1.0994915184112537,0.9587923204837492
LPL11_308,LPL,5121.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5601.942,5617.45125,1.093915641476274,0.9590953181272508
LPL11_309,LPL,5196.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5676.942,5617.45125,1.0925600461893763,0.9590953181272508
LPL11_310,LPL,5043.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5523.942,5595.918046875,1.0953682331945271,0.9589443783417426
LPL11_313,LPL,5508.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5988.942,5638.984453125,1.0873169934640523,0.9592451521267849
LPL11_314,LPL,5041.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5521.942,5574.38484375,1.095406070224162,0.9587923204837492
LPL11_316,LPL,5274.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5754.942,5617.45125,1.0911911262798637,0.9590953181272508
LPL11_320,LPL,4897.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5377.942,5617.45125,1.098211558096794,0.9590953181272508
LPL11_321,LPL,5011.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5491.942,5531.3184375,1.0959772500498903,0.9584848004873592
LPL11_325,LPL,4775.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5255.942,5423.652421875,1.100720837696335,0.95769553813921
LPL11_327,LPL,5368.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5848.942,5617.45125,1.089594262295082,0.9590953181272508
LPL11_332,LPL,4947.0,5684.765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5427.942,5445.185625,1.097218920557914,0.9578557823129252
LPL11_334,LPL,5211.0,5921.630859375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5691.942,5682.050859375,1.092293609671848,0.9595415510204082
LPL11_336,LPL,5139.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5619.942,5897.382890625,1.093586690017513,0.9609611457214464
LPL11_337,LPL,5485.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5965.942,5574.38484375,1.0876831358249772,0.9587923204837492
LPL11_338,LPL,5352.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5832.942,5897.382890625,1.0898621076233184,0.9609611457214464
LPL11_340,LPL,5678.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6158.942,5638.984453125,1.0847027122226136,0.9592451521267849
LPL11_342,LPL,5124.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5604.942,5595.918046875,1.0938606557377049,0.9589443783417426
LPL11_343,LPL,5299.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5779.942,5638.984453125,1.0907608982826948,0.9592451521267849
LPL11_344,LPL,5046.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5526.942,5595.918046875,1.0953115338882282,0.9589443783417426
LPL11_346,LPL,5482.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5962.942,5660.51765625,1.0877311200291864,0.95939389244749
LPL11_347,LPL,4970.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5450.942,5617.45125,1.096769014084507,0.9590953181272508
LPL11_348,LPL,5028.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5508.942,5617.45125,1.0956527446300717,0.9590953181272508
LPL11_350,LPL,5151.0,5921.630859375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5631.942,5682.050859375,1.0933686662783926,0.9595415510204082
LPL11_351,LPL,4898.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5378.942,5638.984453125,1.098191506737444,0.9592451521267849
LPL11_352,LPL,5100.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5580.942,5423.652421875,1.0943023529411764,0.95769553813921
LPL11_355,LPL,5218.0,5921.630859375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5698.942,5682.050859375,1.0921697968570334,0.9595415510204082
LPL11_359,LPL,4967.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5447.942,5509.785234375,1.0968274612442117,0.958329312848735
LPL11_360,LPL,4889.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5369.942,5638.984453125,1.0983722642667213,0.9592451521267849
LPL11_362,LPL,5575.0,6136.962890625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6055.942,5897.382890625,1.0862676233183857,0.9609611457214464
LPL11_374,LPL,5584.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6064.942,5466.718828125,1.086128581661891,0.95801481709665
LPL11_376,LPL,5214.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5694.942,5595.918046875,1.0922405063291138,0.9589443783417426
LPL11_377,LPL,5426.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5906.942,5574.38484375,1.0886365646885368,0.9587923204837492
LPL11_378,LPL,5774.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6254.942,5617.45125,1.0832944232767578,0.9590953181272508
LPL11_380,LPL,5450.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5930.942,5531.3184375,1.08824623853211,0.9584848004873592
LPL11_381,LPL,5445.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5925.942,5531.3184375,1.0883272727272728,0.9584848004873592
LPL11_382,LPL,5418.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5898.942,5466.718828125,1.0887674418604651,0.95801481709665
LPL11_383,LPL,5479.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5959.942,5638.984453125,1.0877791567804345,0.9592451521267849
LPL11_384,LPL,5081.0,5620.166015625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5561.942,5380.586015625,1.0946549891753592,0.9573713660176716
LPL11_385,LPL,5477.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5957.942,5595.918046875,1.0878112105167062,0.9589443783417426
LPL11_386,LPL,4942.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5422.942,5423.652421875,1.0973172804532578,0.95769553813921
LPL11_387,LPL,5614.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6094.942,5552.851640625,1.0856683291770577,0.9586391320840604
LPL11_389,LPL,4977.0,5620.166015625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5457.942,5380.586015625,1.0966329113924052,0.9573713660176716
LPL11_390,LPL,5501.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5981.942,5574.38484375,1.0874281039810942,0.9587923204837492
LPL11_392,LPL,5005.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5485.942,5423.652421875,1.0960923076923077,0.95769553813921
LPL11_393,LPL,5019.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5499.942,5595.918046875,1.0958242677824268,0.9589443783417426
LPL11_394,LPL,5014.0,5900.09765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5494.942,5660.51765625,1.095919824491424,0.95939389244749
LPL11_397,LPL,4861.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5341.942,5552.851640625,1.0989389014606048,0.9586391320840604
LPL11_398,LPL,4874.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5354.942,5488.25203125,1.0986750102585146,0.9581726561301211
LPL11_400,LPL,5515.0,5770.8984375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5995.942,5531.3184375,1.087206165004533,0.9584848004873592
LPL11_401,LPL,4827.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5307.942,5617.45125,1.099635798632691,0.9590953181272508
