chirp,ID,chDur,carrier_freq,temp,mean_temp,temp_diff,chDur_decrease,carrier_increase,chDur_target,carrier_target,time_scale_factor,freq_scale_factor
LPL11_38,LPL,5462.0,5620.166015625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5942.942,5380.586015625,1.0880523617722446,0.9573713660176716
LPL11_40,LPL,5504.0,5555.56640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5984.942,5315.98640625,1.087380450581395,0.9568756842271792
LPL11_42,LPL,5451.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5931.942,5423.652421875,1.088230049532196,0.95769553813921
LPL11_44,LPL,5410.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5890.942,5423.652421875,1.0888987060998152,0.95769553813921
LPL11_46,LPL,5542.0,5684.765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6022.942,5445.185625,1.0867813063875855,0.9578557823129252
LPL11_49,LPL,5537.0,5598.6328125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6017.942,5359.0528125,1.0868596713021492,0.957207409733124
LPL11_50,LPL,5611.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6091.942,5402.11921875,1.0857141329531277,0.9575340707275276
LPL11_52,LPL,5530.0,5878.564453125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6010.942,5638.984453125,1.0869696202531645,0.9592451521267849
LPL11_55,LPL,5442.0,5512.5,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5922.942,5272.92,1.0883759647188531,0.956538775510204
LPL11_56,LPL,5432.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5912.942,5402.11921875,1.0885386597938145,0.9575340707275276
LPL11_58,LPL,5515.0,5857.03125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5995.942,5617.45125,1.087206165004533,0.9590953181272508
LPL11_60,LPL,5570.0,5684.765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6050.942,5445.185625,1.086345062836625,0.9578557823129252
LPL11_62,LPL,5505.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5985.942,5466.718828125,1.0873645776566758,0.95801481709665
LPL11_64,LPL,5526.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6006.942,5574.38484375,1.0870325732899022,0.9587923204837492
LPL11_69,LPL,5344.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5824.942,5574.38484375,1.089996631736527,0.9587923204837492
LPL11_74,LPL,5560.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6040.942,5509.785234375,1.0865003597122302,0.958329312848735
LPL11_76,LPL,5487.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5967.942,5574.38484375,1.0876511755057408,0.9587923204837492
LPL11_78,LPL,5469.0,5577.099609375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5949.942,5337.519609375,1.0879396599012616,0.9570421873768812
LPL11_79,LPL,5386.0,5663.232421875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5866.942,5423.652421875,1.0892948384701078,0.95769553813921
LPL11_80,LPL,5429.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5909.942,5466.718828125,1.0885875851906428,0.95801481709665
LPL11_81,LPL,4668.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5148.942,5402.11921875,1.103029562982005,0.9575340707275276
LPL11_82,LPL,5154.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5634.942,5402.11921875,1.093314318975553,0.9575340707275276
LPL11_83,LPL,5474.0,5684.765625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5954.942,5445.185625,1.0878593350383632,0.9578557823129252
LPL11_84,LPL,5255.0,5598.6328125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5735.942,5359.0528125,1.0915208372978116,0.957207409733124
LPL11_86,LPL,5401.0,5727.83203125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5881.942,5488.25203125,1.0890468431771894,0.9581726561301211
LPL11_87,LPL,5370.0,5749.365234375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5850.942,5509.785234375,1.0895608938547483,0.958329312848735
LPL11_89,LPL,5483.0,5813.96484375,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5963.942,5574.38484375,1.0877151194601495,0.9587923204837492
LPL11_91,LPL,4811.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5291.942,5552.851640625,1.0999671585948867,0.9586391320840604
LPL11_92,LPL,4825.0,5641.69921875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5305.942,5402.11921875,1.099677098445596,0.9575340707275276
LPL11_94,LPL,5477.0,5835.498046875,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5957.942,5595.918046875,1.0878112105167062,0.9589443783417426
LPL11_95,LPL,5075.0,5792.431640625,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5555.942,5552.851640625,1.094766896551724,0.9586391320840604
LPL11_96,LPL,4765.0,5598.6328125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,5245.942,5359.0528125,1.1009322140608604,0.957207409733124
LPL11_99,LPL,5658.0,5512.5,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6138.942,5272.92,1.085002120890774,0.956538775510204
LPL11_102,LPL,5542.0,5706.298828125,32.2,28.6,-3.6000000000000014,-480.9420000000002,-239.5800000000001,6022.942,5466.718828125,1.0867813063875855,0.95801481709665
