chirp,ID,chDur,carrier_freq,temp
BKB12_47,BKB,6182.0,6244.62890625,27.0
BKB12_49,BKB,6043.0,6223.095703125,27.0
BKB12_51,BKB,6161.0,6007.763671875,27.0
BKB12_55,BKB,6184.0,6180.029296875,27.0
BKB12_56,BKB,5976.0,6007.763671875,27.0
BKB12_61,BKB,5980.0,6136.962890625,27.0
BKB12_66,BKB,5820.0,5749.365234375,27.0
BKB12_68,BKB,5845.0,6201.5625,27.0
BKB12_70,BKB,5988.0,5749.365234375,27.0
BKB12_72,BKB,5869.0,5792.431640625,27.0
BKB12_79,BKB,6167.0,6136.962890625,27.0
BKB12_81,BKB,5864.0,6201.5625,27.0
BKB12_85,BKB,6206.0,6180.029296875,27.0
BKB12_87,BKB,5872.0,6180.029296875,27.0
BKB12_91,BKB,6067.0,6136.962890625,27.0
BKB12_92,BKB,6071.0,6201.5625,27.0
BKB12_94,BKB,5990.0,6136.962890625,27.0
BKB12_96,BKB,5981.0,6158.49609375,27.0
BKB12_97,BKB,5895.0,6093.896484375,27.0
BKB12_98,BKB,5877.0,6158.49609375,27.0
BKB12_100,BKB,5912.0,6136.962890625,27.0
BKB12_106,BKB,6066.0,6050.830078125,27.0
BKB12_107,BKB,6042.0,6158.49609375,27.0
BKB12_109,BKB,6006.0,6180.029296875,27.0
BKB12_119,BKB,6131.0,6136.962890625,27.0
BKB12_121,BKB,6150.0,6180.029296875,27.0
BKB12_123,BKB,5873.0,6029.296875,27.0
BKB12_126,BKB,6038.0,6201.5625,27.0
BKB12_128,BKB,5931.0,6158.49609375,27.0
BKB12_130,BKB,6057.0,6201.5625,27.0
BKB12_132,BKB,6146.0,6180.029296875,27.0
BKB12_134,BKB,6033.0,5813.96484375,27.0
BKB12_140,BKB,5805.0,5792.431640625,27.0
BKB12_142,BKB,5867.0,5835.498046875,27.0
BKB12_143,BKB,5996.0,5835.498046875,27.0
BKB12_145,BKB,6028.0,5986.23046875,27.0
BKB12_148,BKB,6036.0,6007.763671875,27.0
BKB12_150,BKB,5992.0,5986.23046875,27.0
BKB12_151,BKB,6508.0,5792.431640625,27.0
BKB12_171,BKB,5800.0,6093.896484375,27.0
BKB12_216,BKB,5950.0,5986.23046875,27.0
BKB12_221,BKB,5921.0,6180.029296875,27.0
BKB12_228,BKB,5774.0,6072.36328125,27.0
BKB12_245,BKB,5900.0,6158.49609375,27.0
BKB12_248,BKB,5944.0,6180.029296875,27.0
BKB12_266,BKB,5921.0,6029.296875,27.0
BKB12_273,BKB,5928.0,6158.49609375,27.0
BKB12_275,BKB,5989.0,6115.4296875,27.0
BKB12_283,BKB,5889.0,6136.962890625,27.0
BKB12_288,BKB,6085.0,6180.029296875,27.0
BKB12_291,BKB,5948.0,6007.763671875,27.0
BKB12_293,BKB,6078.0,6029.296875,27.0
BKB12_295,BKB,5833.0,5900.09765625,27.0
BKB12_297,BKB,5990.0,6158.49609375,27.0
BKB12_298,BKB,6072.0,5900.09765625,27.0
BKB12_299,BKB,5856.0,6115.4296875,27.0
BKB12_310,BKB,6012.0,6093.896484375,27.0
BKB12_312,BKB,5977.0,6029.296875,27.0
BKB12_314,BKB,5962.0,6050.830078125,27.0
BKB12_316,BKB,6118.0,6029.296875,27.0
BKB12_324,BKB,5997.0,6007.763671875,27.0
BKB12_337,BKB,5800.0,5964.697265625,27.0
BKB12_338,BKB,5846.0,6223.095703125,27.0
LPL21_0,LPL,5471.0,5900.09765625,30.4
LPL21_1,LPL,5129.0,5900.09765625,30.4
LPL21_2,LPL,5389.0,5878.564453125,30.4
LPL21_3,LPL,5526.0,5921.630859375,30.4
LPL21_4,LPL,5287.0,5813.96484375,30.4
LPL21_5,LPL,5668.0,5857.03125,30.4
LPL21_6,LPL,5708.0,5900.09765625,30.4
LPL21_7,LPL,5560.0,5878.564453125,30.4
LPL21_8,LPL,5618.0,5878.564453125,30.4
LPL21_9,LPL,5427.0,5857.03125,30.4
LPL21_10,LPL,5549.0,5900.09765625,30.4
LPL21_11,LPL,5662.0,5813.96484375,30.4
LPL21_13,LPL,5799.0,5857.03125,30.4
LPL21_14,LPL,5655.0,5921.630859375,30.4
LPL21_15,LPL,5501.0,5878.564453125,30.4
LPL21_16,LPL,5591.0,5900.09765625,30.4
LPL21_17,LPL,5467.0,5878.564453125,30.4
LPL21_18,LPL,5499.0,5857.03125,30.4
LPL21_19,LPL,5434.0,5770.8984375,30.4
LPL21_20,LPL,5433.0,5964.697265625,30.4
LPL21_21,LPL,5625.0,5964.697265625,30.4
LPL21_22,LPL,5542.0,5857.03125,30.4
LPL21_23,LPL,5327.0,5813.96484375,30.4
LPL21_24,LPL,5699.0,5900.09765625,30.4
LPL21_25,LPL,5476.0,5857.03125,30.4
LPL21_26,LPL,5386.0,5878.564453125,30.4
LPL21_27,LPL,5657.0,5857.03125,30.4
LPL21_28,LPL,5636.0,5835.498046875,30.4
LPL21_29,LPL,5704.0,5835.498046875,30.4
LPL21_30,LPL,5768.0,5835.498046875,30.4
LPL21_31,LPL,5769.0,5921.630859375,30.4
LPL21_33,LPL,5783.0,5857.03125,30.4
LPL21_34,LPL,5389.0,6115.4296875,30.4
LPL21_35,LPL,5673.0,5792.431640625,30.4
LPL21_36,LPL,5535.0,5878.564453125,30.4
LPL21_37,LPL,5751.0,5878.564453125,30.4
LPL21_38,LPL,5241.0,5857.03125,30.4
LPL21_39,LPL,5585.0,5813.96484375,30.4
LPL21_40,LPL,5510.0,5835.498046875,30.4
LPL21_42,LPL,5451.0,5900.09765625,30.4
LPL21_43,LPL,5627.0,5792.431640625,30.4
LPL21_44,LPL,5183.0,6136.962890625,30.4
LPL21_45,LPL,5527.0,5857.03125,30.4
LPL21_46,LPL,5496.0,5943.1640625,30.4
LPL21_47,LPL,5624.0,5857.03125,30.4
LPL21_48,LPL,5478.0,5727.83203125,30.4
LPL21_49,LPL,5507.0,5878.564453125,30.4
LPL21_50,LPL,5561.0,5900.09765625,30.4
LPL21_51,LPL,5534.0,5900.09765625,30.4
LPL21_52,LPL,5565.0,5878.564453125,30.4
LPL21_53,LPL,5446.0,5770.8984375,30.4
LPL21_54,LPL,5601.0,5813.96484375,30.4
LPL21_55,LPL,5467.0,6136.962890625,30.4
LPL21_56,LPL,5793.0,5878.564453125,30.4
LPL21_57,LPL,5531.0,5749.365234375,30.4
LPL21_58,LPL,5613.0,6136.962890625,30.4
LPL21_59,LPL,5508.0,5813.96484375,30.4
LPL21_60,LPL,5638.0,6136.962890625,30.4
LPL21_61,LPL,5835.0,6136.962890625,30.4
LPL21_62,LPL,5622.0,5792.431640625,30.4
LPL21_63,LPL,5482.0,6136.962890625,30.4
LPL21_64,LPL,5766.0,6136.962890625,30.4
LPL21_65,LPL,5605.0,5857.03125,30.4
LPL21_66,LPL,5726.0,5878.564453125,30.4
LPL21_67,LPL,5683.0,5663.232421875,30.4
LPL21_68,LPL,5752.0,5835.498046875,30.4
LPL21_69,LPL,5675.0,5835.498046875,30.4
LPL21_70,LPL,5572.0,5792.431640625,30.4
LPL21_71,LPL,5532.0,5835.498046875,30.4
LPL21_72,LPL,5587.0,5813.96484375,30.4
LPL21_73,LPL,5795.0,5857.03125,30.4
LPL21_74,LPL,5672.0,6115.4296875,30.4
LPL21_75,LPL,5723.0,5878.564453125,30.4
LPL21_76,LPL,5671.0,5878.564453125,30.4
LPL21_77,LPL,5570.0,5857.03125,30.4
LPL21_78,LPL,5522.0,5835.498046875,30.4
LPL21_79,LPL,5882.0,5770.8984375,30.4
LPL21_80,LPL,5761.0,5770.8984375,30.4
LPL21_81,LPL,5882.0,6136.962890625,30.4
LPL21_82,LPL,5622.0,6136.962890625,30.4
LPL21_83,LPL,5571.0,6136.962890625,30.4
LPL21_84,LPL,5595.0,6158.49609375,30.4
LPL21_85,LPL,5574.0,6115.4296875,30.4
LPL21_87,LPL,5805.0,5813.96484375,30.4
LPL21_88,LPL,5891.0,6093.896484375,30.4
LPL21_89,LPL,5608.0,6050.830078125,30.4
LPL21_91,LPL,5719.0,6093.896484375,30.4
LPL21_92,LPL,5694.0,6115.4296875,30.4
LPL21_93,LPL,5618.0,5857.03125,30.4
LPL21_94,LPL,5839.0,5706.298828125,30.4
LPL21_95,LPL,5542.0,6115.4296875,30.4
LPL21_96,LPL,5510.0,5749.365234375,30.4
LPL21_97,LPL,5417.0,5663.232421875,30.4
LPL21_98,LPL,5716.0,5813.96484375,30.4
LPL21_99,LPL,5586.0,5921.630859375,30.4
LPL21_100,LPL,5345.0,6115.4296875,30.4
LPL21_101,LPL,5631.0,5878.564453125,30.4
LPL21_102,LPL,5495.0,6093.896484375,30.4
LPL21_104,LPL,5720.0,5835.498046875,30.4
LPL21_105,LPL,5713.0,5706.298828125,30.4
LPL21_106,LPL,5830.0,5727.83203125,30.4
LPL21_107,LPL,5853.0,5577.099609375,30.4
LPL21_109,LPL,5726.0,5857.03125,30.4
LPL21_110,LPL,5702.0,5835.498046875,30.4
LPL21_111,LPL,5656.0,5857.03125,30.4
LPL21_112,LPL,5723.0,6093.896484375,30.4
LPL21_113,LPL,5510.0,5835.498046875,30.4
LPL21_114,LPL,5588.0,5792.431640625,30.4
LPL21_115,LPL,5729.0,5900.09765625,30.4
LPL21_116,LPL,5643.0,5663.232421875,30.4
LPL21_117,LPL,5593.0,5813.96484375,30.4
LPL21_118,LPL,5889.0,5620.166015625,30.4
LPL21_119,LPL,5738.0,6136.962890625,30.4
LPL21_120,LPL,5603.0,5857.03125,30.4
LPL21_121,LPL,5533.0,5598.6328125,30.4
LPL21_122,LPL,5716.0,5943.1640625,30.4
LPL21_123,LPL,5466.0,5727.83203125,30.4
LPL21_124,LPL,5620.0,5878.564453125,30.4
LPL21_125,LPL,5453.0,5598.6328125,30.4
LPL21_126,LPL,5657.0,5921.630859375,30.4
LPL21_127,LPL,5564.0,5878.564453125,30.4
LPL21_133,LPL,5935.0,5598.6328125,30.4
LPL21_134,LPL,5786.0,5835.498046875,30.4
LPL21_135,LPL,5871.0,5921.630859375,30.4
LPL21_136,LPL,5879.0,5620.166015625,30.4
LPL21_138,LPL,5831.0,5792.431640625,30.4
LPL21_140,LPL,5760.0,5835.498046875,30.4
LPL21_141,LPL,5749.0,5684.765625,30.4
LPL21_142,LPL,5656.0,5813.96484375,30.4
LPL21_143,LPL,5728.0,5835.498046875,30.4
LPL21_144,LPL,5772.0,5921.630859375,30.4
LPL21_145,LPL,5794.0,6136.962890625,30.4
LPL21_146,LPL,5525.0,6136.962890625,30.4
LPL21_147,LPL,5720.0,5835.498046875,30.4
LPL21_148,LPL,5658.0,5727.83203125,30.4
LPL21_149,LPL,5396.0,6136.962890625,30.4
LPL21_150,LPL,5732.0,5943.1640625,30.4
LPL21_151,LPL,5791.0,5857.03125,30.4
LPL21_152,LPL,5726.0,5943.1640625,30.4
LPL21_153,LPL,5573.0,5749.365234375,30.4
LPL21_154,LPL,5632.0,5857.03125,30.4
LPL21_155,LPL,5508.0,5835.498046875,30.4
LPL21_157,LPL,5800.0,5620.166015625,30.4
LPL21_158,LPL,5760.0,5878.564453125,30.4
LPL21_159,LPL,5466.0,5577.099609375,30.4
LPL21_160,LPL,5950.0,5921.630859375,30.4
LPL21_161,LPL,5839.0,5620.166015625,30.4
LPL21_162,LPL,5454.0,5857.03125,30.4
LPL21_163,LPL,5356.0,5706.298828125,30.4
LPL21_164,LPL,5667.0,5921.630859375,30.4
LPL21_165,LPL,5465.0,5727.83203125,30.4
LPL21_166,LPL,5759.0,5878.564453125,30.4
LPL21_167,LPL,5716.0,5792.431640625,30.4
LPL21_168,LPL,5560.0,5727.83203125,30.4
LPL21_169,LPL,5727.0,5749.365234375,30.4
LPL21_170,LPL,5491.0,5663.232421875,30.4
LPL21_171,LPL,5510.0,5792.431640625,30.4
LPL21_172,LPL,5577.0,5727.83203125,30.4
LPL21_173,LPL,5602.0,5706.298828125,30.4
LPL21_174,LPL,5770.0,5598.6328125,30.4
LPL21_175,LPL,5592.0,6093.896484375,30.4
LPL21_176,LPL,5805.0,5878.564453125,30.4
LPL21_177,LPL,5240.0,5663.232421875,30.4
LPL21_178,LPL,5747.0,6115.4296875,30.4
LPL21_179,LPL,5583.0,5857.03125,30.4
LPL21_180,LPL,5797.0,6136.962890625,30.4
LPL21_181,LPL,5534.0,5663.232421875,30.4
LPL21_182,LPL,5458.0,6115.4296875,30.4
LPL21_183,LPL,5405.0,6136.962890625,30.4
LPL21_184,LPL,5632.0,6136.962890625,30.4
LPL21_185,LPL,5567.0,5663.232421875,30.4
LPL21_186,LPL,5688.0,5835.498046875,30.4
LPL21_187,LPL,5781.0,6115.4296875,30.4
LPL21_188,LPL,5632.0,5684.765625,30.4
LPL21_189,LPL,5552.0,6136.962890625,30.4
LPL21_190,LPL,5589.0,6136.962890625,30.4
LPL21_191,LPL,5645.0,6115.4296875,30.4
LPL21_192,LPL,5502.0,5943.1640625,30.4
LPL21_193,LPL,5649.0,6115.4296875,30.4
LPL21_194,LPL,5727.0,5598.6328125,30.4
LPL21_195,LPL,5756.0,6136.962890625,30.4
LPL21_196,LPL,5764.0,6136.962890625,30.4
LPL21_197,LPL,5514.0,6136.962890625,30.4
LPL21_198,LPL,5531.0,5857.03125,30.4
LPL21_199,LPL,5456.0,5857.03125,30.4
LPL21_200,LPL,5628.0,5857.03125,30.4
LPL21_201,LPL,5663.0,5921.630859375,30.4
LPL21_202,LPL,5590.0,5900.09765625,30.4
LPL21_203,LPL,5440.0,5749.365234375,30.4
LPL21_204,LPL,5630.0,5835.498046875,30.4
LPL21_206,LPL,5759.0,5813.96484375,30.4
LPL21_207,LPL,5553.0,5792.431640625,30.4
LPL21_208,LPL,5785.0,5792.431640625,30.4
LPL21_209,LPL,5758.0,5684.765625,30.4
LPL21_210,LPL,5693.0,5684.765625,30.4
LPL21_211,LPL,5792.0,6115.4296875,30.4
LPL21_212,LPL,5728.0,5943.1640625,30.4
LPL21_213,LPL,5630.0,6136.962890625,30.4
LPL21_214,LPL,5707.0,6115.4296875,30.4
LPL21_215,LPL,5775.0,6115.4296875,30.4
LPL21_216,LPL,5784.0,6093.896484375,30.4
LPL21_217,LPL,5712.0,6136.962890625,30.4
LPL21_218,LPL,5800.0,6136.962890625,30.4
LPL21_219,LPL,5827.0,5598.6328125,30.4
LPL21_220,LPL,5805.0,6136.962890625,30.4
LPL21_221,LPL,5572.0,5577.099609375,30.4
LPL21_222,LPL,5855.0,6136.962890625,30.4
LPL21_223,LPL,5779.0,5727.83203125,30.4
LPL21_225,LPL,5820.0,6136.962890625,30.4
LPL21_226,LPL,5826.0,6136.962890625,30.4
LPL21_227,LPL,5687.0,6136.962890625,30.4
LPL21_228,LPL,5509.0,6115.4296875,30.4
LPL21_229,LPL,5848.0,5943.1640625,30.4
LPL21_230,LPL,5695.0,6115.4296875,30.4
LPL21_231,LPL,5814.0,5770.8984375,30.4
LPL21_232,LPL,5562.0,5857.03125,30.4
LPL21_233,LPL,5575.0,5878.564453125,30.4
LPL21_234,LPL,5636.0,6136.962890625,30.4
LPL21_237,LPL,5891.0,6136.962890625,30.4
LPL21_238,LPL,5575.0,5900.09765625,30.4
LPL21_239,LPL,5761.0,5577.099609375,30.4
LPL21_240,LPL,5602.0,5813.96484375,30.4
LPL21_241,LPL,5849.0,6136.962890625,30.4
LPL21_242,LPL,5946.0,5943.1640625,30.4
LPL21_243,LPL,5811.0,5943.1640625,30.4
LPL21_244,LPL,5612.0,5857.03125,30.4
LPL21_245,LPL,5881.0,5857.03125,30.4
LPL21_246,LPL,5265.0,6115.4296875,30.4
LPL21_247,LPL,5692.0,5835.498046875,30.4
LPL21_248,LPL,5693.0,5878.564453125,30.4
LPL21_249,LPL,5498.0,5900.09765625,30.4
LPL21_250,LPL,5754.0,5943.1640625,30.4
LPL21_251,LPL,5647.0,5900.09765625,30.4
LPL21_252,LPL,5617.0,5900.09765625,30.4
LPL21_253,LPL,5699.0,5943.1640625,30.4
LPL21_254,LPL,5493.0,6136.962890625,30.4
LPL21_255,LPL,5916.0,5921.630859375,30.4
LPL21_256,LPL,5682.0,6136.962890625,30.4
LPL21_257,LPL,5617.0,5857.03125,30.4
LPL21_258,LPL,5686.0,5813.96484375,30.4
LPL21_259,LPL,5756.0,5900.09765625,30.4
LPL21_260,LPL,5809.0,6136.962890625,30.4
LPL21_263,LPL,5668.0,5921.630859375,30.4
LPL21_264,LPL,5656.0,5770.8984375,30.4
LPL21_265,LPL,5699.0,5857.03125,30.4
LPL21_266,LPL,5797.0,5943.1640625,30.4
LPL21_267,LPL,5871.0,5921.630859375,30.4
LPL21_268,LPL,5727.0,6093.896484375,30.4
LPL21_269,LPL,5508.0,6136.962890625,30.4
LPL21_270,LPL,5566.0,6136.962890625,30.4
LPL21_271,LPL,5481.0,6115.4296875,30.4
LPL21_272,LPL,5758.0,5921.630859375,30.4
LPL21_273,LPL,5721.0,5598.6328125,30.4
LPL21_274,LPL,5616.0,5878.564453125,30.4
LPL21_275,LPL,5808.0,5878.564453125,30.4
LPL21_276,LPL,5776.0,5555.56640625,30.4
LPL21_277,LPL,5690.0,5835.498046875,30.4
LPL21_279,LPL,5645.0,6136.962890625,30.4
LPL21_280,LPL,5771.0,5792.431640625,30.4
LPL21_281,LPL,5902.0,5878.564453125,30.4
LPL21_282,LPL,5718.0,5577.099609375,30.4
LPL21_284,LPL,5814.0,5878.564453125,30.4
LPL21_285,LPL,5520.0,6115.4296875,30.4
LPL21_286,LPL,5937.0,5943.1640625,30.4
LPL21_288,LPL,5582.0,5684.765625,30.4
LPL21_289,LPL,5838.0,6115.4296875,30.4
LPL21_291,LPL,5977.0,5900.09765625,30.4
LPL21_292,LPL,5708.0,5900.09765625,30.4
LPL21_293,LPL,5862.0,5813.96484375,30.4
LPL21_294,LPL,5783.0,6115.4296875,30.4
LPL21_296,LPL,5836.0,6115.4296875,30.4
LPL21_297,LPL,5807.0,5706.298828125,30.4
LPL21_298,LPL,5672.0,6158.49609375,30.4
LPL21_299,LPL,5885.0,5921.630859375,30.4
LPL21_300,LPL,5279.0,5857.03125,30.4
LPL21_301,LPL,5634.0,5943.1640625,30.4
LPL21_302,LPL,5616.0,5921.630859375,30.4
LPL21_303,LPL,5693.0,5921.630859375,30.4
LPL21_304,LPL,5705.0,5620.166015625,30.4
LPL21_305,LPL,5884.0,5921.630859375,30.4
LPL21_306,LPL,5467.0,6136.962890625,30.4
LPL21_307,LPL,5917.0,5943.1640625,30.4
LPL21_308,LPL,5460.0,5835.498046875,30.4
LPL21_309,LPL,5423.0,6136.962890625,30.4
LPL21_310,LPL,5988.0,5964.697265625,30.4
LPL21_311,LPL,5672.0,5900.09765625,30.4
LPL21_312,LPL,5644.0,5943.1640625,30.4
LPL21_313,LPL,5767.0,6115.4296875,30.4
LPL21_314,LPL,5757.0,6093.896484375,30.4
LPL21_315,LPL,5758.0,5813.96484375,30.4
LPL21_316,LPL,5687.0,5878.564453125,30.4
LPL21_317,LPL,5709.0,6115.4296875,30.4
LPL21_318,LPL,5867.0,5900.09765625,30.4
LPL21_319,LPL,5814.0,5964.697265625,30.4
LPL21_321,LPL,5910.0,5706.298828125,30.4
LPL21_322,LPL,5862.0,5749.365234375,30.4
LPL21_323,LPL,5868.0,5727.83203125,30.4
LPL21_324,LPL,5757.0,6115.4296875,30.4
LPL21_325,LPL,5699.0,5857.03125,30.4
LPL21_326,LPL,5715.0,5878.564453125,30.4
LPL21_327,LPL,5679.0,5813.96484375,30.4
LPL21_328,LPL,5879.0,6136.962890625,30.4
LPL21_329,LPL,5851.0,5857.03125,30.4
LPL21_330,LPL,5506.0,5857.03125,30.4
LPL21_331,LPL,5650.0,5792.431640625,30.4
LPL21_332,LPL,5780.0,5813.96484375,30.4
LPL21_333,LPL,5793.0,5770.8984375,30.4
LPL21_334,LPL,5965.0,5641.69921875,30.4
LPL21_335,LPL,5895.0,5598.6328125,30.4
LPL21_336,LPL,5804.0,5620.166015625,30.4
LPL21_337,LPL,5791.0,5921.630859375,30.4
LPL21_338,LPL,5669.0,5835.498046875,30.4
LPL21_339,LPL,5801.0,5857.03125,30.4
LPL21_341,LPL,5440.0,5900.09765625,30.4
RBB13_0,RBB,6645.0,5641.69921875,27.0
RBB13_1,RBB,6601.0,5663.232421875,27.0
RBB13_2,RBB,6520.0,5620.166015625,27.0
RBB13_3,RBB,6570.0,5706.298828125,27.0
RBB13_4,RBB,6499.0,5706.298828125,27.0
RBB13_5,RBB,6576.0,5663.232421875,27.0
RBB13_7,RBB,6487.0,5684.765625,27.0
RBB13_8,RBB,6604.0,5663.232421875,27.0
RBB13_9,RBB,6674.0,5641.69921875,27.0
RBB13_10,RBB,6524.0,5684.765625,27.0
RBB13_11,RBB,6585.0,5706.298828125,27.0
RBB13_13,RBB,6756.0,5986.23046875,27.0
RBB13_14,RBB,6595.0,5684.765625,27.0
RBB13_15,RBB,6590.0,5663.232421875,27.0
RBB13_16,RBB,6582.0,5620.166015625,27.0
RBB13_17,RBB,6703.0,5684.765625,27.0
RBB13_18,RBB,6445.0,5706.298828125,27.0
RBB13_19,RBB,6554.0,5663.232421875,27.0
RBB13_20,RBB,6672.0,5684.765625,27.0
RBB13_21,RBB,6583.0,5684.765625,27.0
RBB13_22,RBB,6640.0,5663.232421875,27.0
RBB13_23,RBB,6577.0,5663.232421875,27.0
RBB13_25,RBB,6792.0,5727.83203125,27.0
RBB13_26,RBB,6546.0,5727.83203125,27.0
RBB13_28,RBB,6748.0,5727.83203125,27.0
RBB13_29,RBB,6556.0,5727.83203125,27.0
RBB13_30,RBB,6509.0,5641.69921875,27.0
RBB13_31,RBB,6578.0,5663.232421875,27.0
RBB13_32,RBB,6651.0,5727.83203125,27.0
RBB13_33,RBB,6379.0,5641.69921875,27.0
RBB13_35,RBB,6491.0,5641.69921875,27.0
RBB13_36,RBB,6671.0,5706.298828125,27.0
RBB13_38,RBB,6664.0,5620.166015625,27.0
RBB13_40,RBB,6583.0,5727.83203125,27.0
RBB13_41,RBB,6674.0,5749.365234375,27.0
RBB13_42,RBB,6632.0,5706.298828125,27.0
RBB13_43,RBB,6686.0,5663.232421875,27.0
RBB13_44,RBB,6644.0,5749.365234375,27.0
RBB13_45,RBB,6534.0,5727.83203125,27.0
RBB13_46,RBB,6635.0,5620.166015625,27.0
RBB13_48,RBB,6469.0,5620.166015625,27.0
RBB13_50,RBB,6803.0,5598.6328125,27.0
RBB13_52,RBB,6549.0,5641.69921875,27.0
RBB13_53,RBB,6611.0,5663.232421875,27.0
RBB13_54,RBB,6744.0,5727.83203125,27.0
RBB13_55,RBB,6447.0,5641.69921875,27.0
RBB13_56,RBB,6619.0,5684.765625,27.0
RBB13_57,RBB,6537.0,5663.232421875,27.0
RBB13_59,RBB,6661.0,5641.69921875,27.0
RBB13_60,RBB,6651.0,5706.298828125,27.0
RBB13_61,RBB,6610.0,6007.763671875,27.0
RBB13_62,RBB,6405.0,5663.232421875,27.0
RBB13_63,RBB,6439.0,5641.69921875,27.0
RBB13_64,RBB,6538.0,5749.365234375,27.0
RBB13_65,RBB,6691.0,5641.69921875,27.0
RBB13_66,RBB,6486.0,5663.232421875,27.0
RBB13_67,RBB,6716.0,5641.69921875,27.0
RBB13_68,RBB,6603.0,5684.765625,27.0
RBB13_69,RBB,6679.0,5684.765625,27.0
RBB13_71,RBB,6588.0,5663.232421875,27.0
RBB13_72,RBB,6773.0,5727.83203125,27.0
RBB13_73,RBB,6423.0,5663.232421875,27.0
RBB13_75,RBB,6532.0,5663.232421875,27.0
RBB13_78,RBB,6586.0,5663.232421875,27.0
RBB13_79,RBB,6449.0,5641.69921875,27.0
RBB13_80,RBB,6521.0,5620.166015625,27.0
RBB13_83,RBB,6623.0,5663.232421875,27.0
RBB13_84,RBB,6455.0,5641.69921875,27.0
RBB13_86,RBB,6717.0,5663.232421875,27.0
RBB13_87,RBB,6693.0,5684.765625,27.0
RBB13_88,RBB,6608.0,5684.765625,27.0
RBB13_90,RBB,6699.0,5964.697265625,27.0
RBB13_91,RBB,6518.0,5663.232421875,27.0
RBB13_92,RBB,6609.0,5684.765625,27.0
RBB13_94,RBB,6645.0,5598.6328125,27.0
RBB13_95,RBB,6689.0,5641.69921875,27.0
RBB13_96,RBB,6622.0,5598.6328125,27.0
RBB13_97,RBB,6546.0,5641.69921875,27.0
RBB13_99,RBB,6713.0,5641.69921875,27.0
RBB13_100,RBB,6752.0,6007.763671875,27.0
RBB13_103,RBB,6695.0,5663.232421875,27.0
RBB13_105,RBB,6657.0,5620.166015625,27.0
RBB13_106,RBB,6692.0,5663.232421875,27.0
RBB13_108,RBB,6536.0,5706.298828125,27.0
RBB13_109,RBB,6559.0,5641.69921875,27.0
RBB13_110,RBB,6595.0,5641.69921875,27.0
RBB13_111,RBB,6663.0,5663.232421875,27.0
RBB13_112,RBB,6651.0,5964.697265625,27.0
RBB13_113,RBB,6508.0,5641.69921875,27.0
RBB13_114,RBB,6540.0,5706.298828125,27.0
RBB13_115,RBB,6888.0,5620.166015625,27.0
RBB13_116,RBB,6555.0,5964.697265625,27.0
RBB13_117,RBB,6502.0,5663.232421875,27.0
RBB13_118,RBB,6853.0,5964.697265625,27.0
RBB13_119,RBB,6423.0,5620.166015625,27.0
RBB13_120,RBB,6572.0,5706.298828125,27.0
RBB13_121,RBB,6658.0,5641.69921875,27.0
RBB13_122,RBB,6583.0,5706.298828125,27.0
RBB13_124,RBB,6651.0,5706.298828125,27.0
RBB13_125,RBB,6590.0,5663.232421875,27.0
RBB13_126,RBB,6679.0,5663.232421875,27.0
RBB13_127,RBB,6476.0,5706.298828125,27.0
RBB13_128,RBB,6625.0,5706.298828125,27.0
RBB13_130,RBB,6800.0,5986.23046875,27.0
RBB13_131,RBB,6600.0,5684.765625,27.0
RBB13_132,RBB,6676.0,5684.765625,27.0
RBB13_134,RBB,6774.0,5727.83203125,27.0
RBB13_135,RBB,6420.0,5684.765625,27.0
RBB13_136,RBB,6686.0,5727.83203125,27.0
RBB13_137,RBB,6673.0,5663.232421875,27.0
RBB13_138,RBB,6676.0,5727.83203125,27.0
RBB13_139,RBB,6555.0,5684.765625,27.0
RBB13_141,RBB,6696.0,5684.765625,27.0
RBB13_142,RBB,6586.0,5727.83203125,27.0
RBB13_143,RBB,6640.0,5727.83203125,27.0
RBB13_144,RBB,6653.0,5684.765625,27.0
RBB13_146,RBB,6514.0,5749.365234375,27.0
RBB13_147,RBB,6430.0,5727.83203125,27.0
RBB13_148,RBB,6827.0,5706.298828125,27.0
RBB13_149,RBB,6409.0,5727.83203125,27.0
RBB13_150,RBB,6675.0,5792.431640625,27.0
RBB13_153,RBB,6532.0,5921.630859375,27.0
RBB13_154,RBB,6609.0,5986.23046875,27.0
RBB13_155,RBB,6480.0,5921.630859375,27.0
RBB13_156,RBB,6643.0,5986.23046875,27.0
RBB13_157,RBB,6738.0,5749.365234375,27.0
RBB13_158,RBB,6642.0,6007.763671875,27.0
RBB13_160,RBB,6702.0,5749.365234375,27.0
RBB13_161,RBB,6625.0,5749.365234375,27.0
RBB13_163,RBB,6688.0,5727.83203125,27.0
RBB13_164,RBB,6645.0,5749.365234375,27.0
RBB13_165,RBB,6739.0,5770.8984375,27.0
RBB13_167,RBB,6260.0,5835.498046875,27.0
RBB13_168,RBB,6693.0,6007.763671875,27.0
RBB13_169,RBB,6541.0,5727.83203125,27.0
RBB13_173,RBB,6749.0,5770.8984375,27.0
RBB13_175,RBB,6481.0,5727.83203125,27.0
RBB13_176,RBB,6763.0,5706.298828125,27.0
RBB13_177,RBB,6661.0,5684.765625,27.0
RBB13_178,RBB,6661.0,5706.298828125,27.0
RBB13_179,RBB,6599.0,5641.69921875,27.0
RBB13_180,RBB,6622.0,5641.69921875,27.0
RBB13_181,RBB,6721.0,5706.298828125,27.0
