chirp,audio,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,chDur,s1Dur,s2Dur,s3Dur,s4Dur,s5Dur,meanSyl,s12Gap,s23Gap,s34Gap,s45Gap,meanGap,carrier_freq
LPL11_0,LPL_1.WAV,-321.0264890063138,13.454308134196072,-190.88496337991933,-25.697395739162577,27.02714168290392,-13.906114433782296,-1.5178472367298754,6.408868935764986,6.85960944807635,-6.427915333414275,-0.9401181614977117,0.5284527167748442,-4.942908113619733,-4.947001743599399,3.584323862440864,2.3886056794215573,-4.435333846027026,4.511089075776864,-0.108931787350283,1.4986220081577477,106.50225496481735,37.57468631014033,65.06011255672256,55.29859853944109,34.15197585188916,35.400303209958,25.202509853396087,18.667442662115118,19.6066282021644,11.772264250827728,12.504314385421115,9.937484086194175,5.380507422250001,6.238555610640081,4.000752995601477,6.391532887552512,6.103776560216915,6.121474998459378,5.611951895139151,5.674710008687878,5412.0,432.0,664.0,798.0,880.0,891.0,733.0,181.0,215.0,829.0,945.0,542.5,5727.83203125
LPL11_2,LPL_1.WAV,-335.24975250144564,25.674900680543978,-181.9074019997997,-29.37253298928238,20.836538143548346,13.082485327981493,-15.818388820763573,6.1217752643968515,10.659213090969365,-3.7034634928708123,6.008006955324001,-2.865539686593211,-1.6402282659410146,-1.478385006800756,3.3254744606849993,-0.052172223594154694,-1.0748612871633978,1.2246374939750941,1.511443798921806,-3.2882355153649563,70.58472113759751,48.597903837565184,53.98372668409185,57.673413604777934,33.076808541188385,28.621195626568255,20.737011890698717,19.096486615971024,14.548957545102118,16.745412546029293,12.354320110988898,10.269803995736918,15.789176443473094,7.964642870689623,5.983720361332429,7.4897993929453754,6.119742680538193,6.679665329797509,5.337328509474618,4.269274977057201,5498.0,438.0,590.0,780.0,861.0,811.0,696.0,266.0,280.0,862.0,1031.0,609.75,5534.033203125
LPL11_6,LPL_1.WAV,-402.77565375998944,58.23864889248011,-196.73640181112904,-62.973285852017646,65.84103497597262,-18.343362034429816,-11.61326354612209,25.014887363488384,2.0434012596421836,-2.1562115987543935,1.0416618017671004,-0.6608910472676528,-8.641453818058913,0.44471629062609763,-3.41004041075933,2.233449964520676,0.47950118254687935,0.027229036461245464,1.5478552960518746,0.480097263714144,64.96649546279578,40.732132783438246,58.8510345013603,61.94962641480528,37.50551179182637,38.23072813098877,29.143597235329146,18.570835547064245,18.841922147401586,10.159292121112017,16.518677394844826,14.224023909828066,6.782026712473787,6.4393126693440585,5.296520747134973,5.774603938383925,7.360388070222093,4.937868233098429,4.772171696984234,4.711277820264546,5486.0,381.0,580.0,802.0,860.0,871.0,698.8,250.0,250.0,828.0,1054.0,595.5,5620.166015625
LPL11_8,LPL_1.WAV,-382.7307142873037,34.70503857115685,-196.69799992923265,-36.46211657049836,36.92118490934293,-8.911637104073389,-1.9354416241816412,14.02846038341457,9.21634439083572,-0.2655277644626028,-1.0158726774185132,-6.179689504820986,-1.9435502865666665,-5.613289196375581,-2.7244398315494065,4.706287692974106,-0.6048651676387956,0.216843997197101,4.132951510304531,3.805503876634363,96.34675190330641,35.53768376996575,63.869226668210025,55.9420276898902,39.95548543947174,39.49243742303395,21.915962988783093,24.525313846491517,26.353910609738456,11.135304593007193,16.163156329541458,10.685941721118436,6.92047493896313,9.329613010411153,5.100361767759097,5.828776297937084,6.549417083947586,3.9403617321354996,4.826441980955149,2.8960159799829035,5508.0,381.0,594.0,798.0,882.0,849.0,700.8,245.0,185.0,863.0,1092.0,596.25,5620.166015625
LPL11_9,LPL_1.WAV,-373.08160115896476,27.21607581753335,-188.6944167232896,-58.59325236991838,34.750728638648624,-13.857949240132706,-0.14582865288177727,13.633344442160364,7.04038382785922,12.573569545586011,0.6615669458924677,-3.076441138544608,-0.48549845104614875,1.2360780479107785,-4.3783356055399505,1.5418511472857086,1.6203831135555753,-1.7655994104173012,3.5439890911487373,-0.6445500670170241,111.66940440034708,41.88439542824097,70.48336641961875,54.08800253585691,41.407264561211996,42.22768629676488,17.34400995322978,33.37055347005475,22.774689671481852,13.90426323379779,18.932168044255526,10.261452103232825,5.806463546556349,9.787817508466786,6.137904289404588,6.505766936994627,6.444913701677456,7.818360754940936,4.839692009102147,4.994512045852071,5499.0,441.0,625.0,753.0,814.0,848.0,696.2,256.0,274.0,846.0,1048.0,606.0,5534.033203125
LPL11_10,LPL_1.WAV,-389.1876446377887,26.149197862735672,-204.21074531637984,-33.102521504342874,37.49997569634883,-13.164980768167029,2.285139749275345,6.649659666765733,3.958782311624294,-0.9082656288007702,-3.71320239761147,-8.081108619084034,6.228730641694472,-1.062322126329745,0.8035534947288371,3.7566969706770323,4.778386397280573,-6.25964809796118,4.74090395565264,-1.3282651907408962,92.23870296930669,31.960957076832344,60.609379093379125,53.02659006212853,42.45965439236425,38.454912224021186,21.77201988621916,36.025043914174354,26.85255471336045,8.110537168133343,15.665060959304887,11.14326666702117,13.238029084909329,10.27271433255092,7.652573907613311,4.602680249231681,3.7905846604997455,6.370678917091565,6.638257279182993,4.149105459678766,5330.0,317.0,564.0,734.0,849.0,851.0,663.0,273.0,224.0,831.0,1021.0,587.25,5706.298828125
LPL11_12,LPL_1.WAV,-396.89855617578195,26.205576629937177,-195.94600174500687,-46.55362589043757,44.758622193538024,-10.681566606149312,-15.863499090515788,10.720609537929299,3.5305140598591653,-9.012804261623792,4.003904843331925,-2.5529751153527105,-1.927226654363465,-0.3898471760804105,0.35161960393942865,2.3143948037369713,0.45006858404428485,-3.4223162982365407,2.8252957139474493,0.31362136156440956,94.66300010385798,35.518452346496595,63.20663399905928,59.187355524550476,40.20710520975635,41.72618338959973,28.831227083788008,25.857191264620763,29.117458386008547,12.987586116105907,16.140839430807564,14.066256488863104,8.599405783635063,9.904010569082125,7.369248643322268,5.910208069437088,6.778872612734007,5.472603757719765,4.848654068821229,4.970323126907743,5433.0,308.0,596.0,790.0,871.0,865.0,686.0,249.0,190.0,834.0,1071.0,586.0,5727.83203125
LPL11_14,LPL_1.WAV,-376.31037176209503,7.336835789945639,-190.14881390519977,-24.21550609839855,40.04856229556216,5.3849435282983835,-11.007930902892923,-7.204668631656571,5.513326988924402,-9.562576699938724,-3.2185154616125105,1.9062211240512539,0.4830341012246877,-1.563732807255075,1.4438826984733872,1.09196372999332,3.405339352095197,-2.5502746698227843,2.808878134357151,1.2048606215394033,93.8355151262178,38.95509196329184,58.070883353402174,58.50359577129183,39.06224573172287,29.235427193022463,23.2560298505577,21.222945877482285,17.60884021300467,11.833392832429405,21.970267214528512,7.49112930093863,9.805491616938411,10.978408192881211,5.737876654312906,6.711399905368207,4.287780489857706,6.888113623362221,8.024914001213418,2.7794670802673958,5282.0,356.0,598.0,790.0,840.0,773.0,671.4,252.0,178.0,691.0,1194.0,578.75,5727.83203125
LPL11_17,LPL_1.WAV,-399.91091715635804,22.18195758470043,-204.58820564648232,-43.75567430963574,42.22000045497808,-21.071088169374175,-0.7617829913372954,25.432429758454305,-2.4939822606051636,4.982522396558363,2.8559322700371514,-0.05730323896520275,-10.177093351289686,-2.5217183659644515,0.8478541143405792,3.197526578947663,-2.0489803166699345,4.01418633114747,-1.664011252995613,-0.753068799888791,93.48153889372409,38.319139656493526,67.15321613348758,62.80593259018168,40.67926431831848,32.489206143464294,27.15718755818461,16.29438158201814,20.943246124460533,11.117107712029314,13.224323375196558,14.767928975276718,7.135148405954887,6.432835997599589,5.230351850777651,6.462415395881758,6.160513816896905,5.671807295714792,6.322689787710317,4.631739472060001,5542.0,313.0,593.0,786.0,842.0,803.0,667.4,279.0,266.0,897.0,1047.0,622.25,5706.298828125
LPL11_25,LPL_1.WAV,-432.2545920270323,22.9467406817897,-194.68588006985362,-39.79473960520048,60.26944408056583,-3.5197176394943686,-9.850339866866193,9.145443512751024,5.670698694013492,-3.2765045517040665,-9.300063516478659,2.0692968321344942,-0.12457599627124848,-3.0544088772090405,3.8229087278817233,0.8300079094664778,0.7117091013859198,-2.272947477158522,-1.6690065788389148,4.190779562610468,84.32331856007414,34.071618421796224,63.70212900366074,56.72412426376708,39.9265119222247,38.38351198792519,21.574379273509233,28.015637470005675,28.790918867513426,12.019798757462766,21.798377392145923,12.33295661754089,6.507144975022536,14.08254305411695,7.643366131004571,5.632592004545178,5.260432280094548,4.32107206913251,5.692165578852789,5.855515703604957,5508.0,259.0,570.0,713.0,845.0,833.0,644.0,316.0,292.0,919.0,1089.0,654.0,5727.83203125
